RECORDING_SESSION_LABEL,Participant_ID,Word_Unique_ID,Text_ID,Word_Number,Sentence_Number,Word_In_Sentence_Number,Word,Word_Cleaned,Word_Length,Total_Response_Count,Unique_Count,OrthographicMatch,OrthoMatchModel,IsModalResponse,ModalResponse,ModalResponseCount,Certainty,POS_CLAWS,Word_Content_Or_Function,Word_POS,POSMatch,POSMatchModel,InflectionMatch,InflectionMatchModel,LSA_Context_Score,LSA_Response_Match_Score,IA_ID,IA_LABEL,TRIAL_INDEX,IA_LEFT,IA_RIGHT,IA_TOP,IA_BOTTOM,IA_AREA,IA_FIRST_FIXATION_DURATION,IA_FIRST_FIXATION_INDEX,IA_FIRST_FIXATION_VISITED_IA_COUNT,IA_FIRST_FIXATION_X,IA_FIRST_FIXATION_Y,IA_FIRST_FIX_PROGRESSIVE,IA_FIRST_FIXATION_RUN_INDEX,IA_FIRST_FIXATION_TIME,IA_FIRST_RUN_DWELL_TIME,IA_FIRST_RUN_FIXATION_COUNT,IA_FIRST_RUN_END_TIME,IA_FIRST_RUN_FIXATION_.,IA_FIRST_RUN_START_TIME,IA_DWELL_TIME,IA_FIXATION_COUNT,IA_RUN_COUNT,IA_SKIP,IA_REGRESSION_IN,IA_REGRESSION_IN_COUNT,IA_REGRESSION_OUT,IA_REGRESSION_OUT_COUNT,IA_REGRESSION_OUT_FULL,IA_REGRESSION_OUT_FULL_COUNT,IA_REGRESSION_PATH_DURATION,IA_FIRST_SACCADE_AMPLITUDE,IA_FIRST_SACCADE_ANGLE,IA_FIRST_SACCADE_END_TIME,IA_FIRST_SACCADE_START_TIME
80,Sub01,QID1,1,2.0,1.0,2.0,are,are,3.0,40.0,9.0,0.4,0.390221218,1.0,are,16.0,0.4,VBB,Content,Verb,0.875,0.870389847,0.6,0.601117574,0.67,0.78225,2,are ,36,266,314,70,154,4032,147.0,2.0,1.0,279.9,124.4,1.0,2.0,248.0,147.0,1.0,394.0,0.0204,248.0,147,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,2.39,9.31,247.0,221.0
80,Sub01,QID2,1,3.0,1.0,3.0,now,now,3.0,40.0,17.0,0.0,0.005514142,0.0,many,20.0,0.5,AV0,Content,Adverb,0.075,0.086807051,,,0.64,0.48025,3,now ,36,314,363,70,154,4116,193.0,3.0,2.0,342.7,123.5,1.0,3.0,416.0,193.0,1.0,608.0,0.0204,416.0,193,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,1.86,1.89,415.0,395.0
80,Sub01,QID3,1,4.0,1.0,4.0,rumblings,rumblings,9.0,40.0,20.0,0.0,0.005514142,0.0,many,11.0,0.275,NN2,Content,Noun,0.05,0.06312702,0.025,0.041544127,0.18,0.106153846,4,rumblings ,36,363,482,70,154,9996,198.0,4.0,3.0,420.4,125.8,1.0,4.0,633.0,198.0,1.0,830.0,0.0204,633.0,198,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,2.17,2.46,632.0,609.0
80,Sub01,QID4,1,5.0,1.0,5.0,that,that,4.0,40.0,13.0,0.075,0.07848559,0.0,in,16.0,0.4,CJT,Function,Conjunction,0.025,0.036213555,,,0.92,0.0,5,that ,36,482,541,70,154,4956,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
80,Sub01,QID5,1,6.0,1.0,6.0,Apple,apple,5.0,40.0,20.0,0.0,0.005514142,0.0,are,7.0,0.175,NN1,Content,Noun,0.25,0.256842685,0.225,0.233084455,0.3,0.1925,6,Apple ,36,541,613,70,154,6048,235.0,5.0,4.0,541.5,126.1,1.0,5.0,865.0,235.0,1.0,1099.0,0.0204,865.0,235,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,3.89,0.66,864.0,831.0
80,Sub01,QID6,1,7.0,1.0,7.0,might,might,5.0,39.0,17.0,0.0,0.005625635,0.0,will,13.0,0.333333333,VM0,Content,Verb,0.820512821,0.817398543,0.128205128,0.13932775,0.53,0.313,7,might ,36,613,686,70,154,6132,356.0,6.0,5.0,655.9,120.3,1.0,6.0,1131.0,356.0,1.0,1486.0,0.0204,1131.0,356,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,4.14,1.79,1130.0,1100.0
80,Sub01,QID7,1,8.0,1.0,8.0,soon,soon,4.0,40.0,19.0,0.0,0.005514142,0.0,release,9.0,0.225,AV0,Content,Adverb,0.0,0.018092951,,,0.55,0.29075,8,soon ,36,686,746,70,154,5040,191.0,7.0,6.0,714.6,122.0,1.0,7.0,1509.0,191.0,1.0,1699.0,0.0204,1509.0,191,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,2.1,-0.09,1508.0,1487.0
80,Sub01,QID8,1,9.0,1.0,9.0,invade,invade,6.0,40.0,17.0,0.0,0.005514142,0.0,release,15.0,0.375,VVI,Content,Verb,1.0,0.986296592,1.0,0.984785277,0.19,0.12875,9,invade ,36,746,830,70,154,7056,189.0,8.0,7.0,817.7,122.7,1.0,8.0,1728.0,189.0,1.0,1916.0,0.0204,1728.0,189,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,3.41,-1.27,1727.0,1700.0
80,Sub01,QID9,1,10.0,1.0,10.0,the,the,3.0,40.0,14.0,0.475,0.469689589,1.0,the,19.0,0.475,AT0,Function,Article,0.5,0.497087445,,,0.89,0.0,10,the ,36,830,878,70,154,4032,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
80,Sub01,QID10,1,11.0,1.0,11.0,smart,smart,5.0,40.0,30.0,0.0,0.005514142,0.0,market,6.0,0.15,AJ0,Content,Adjective,0.125,0.134906151,,,0.39,0.103421053,11,smart ,36,878,949,70,154,5964,267.0,9.0,8.0,929.9,116.0,1.0,9.0,1951.0,267.0,1.0,2217.0,0.0204,1951.0,267,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,3.86,1.99,1950.0,1917.0
80,Sub01,QID11,1,12.0,1.0,12.0,watch,watch,5.0,40.0,10.0,0.05,0.048416672,0.0,phone,26.0,0.65,NN1,Content,Noun,0.95,0.941998841,0.8,0.796953929,0.5,0.1855,12,watch ,36,949,1022,70,154,6132,284.0,10.0,9.0,1011.4,118.9,1.0,10.0,2245.0,284.0,1.0,2528.0,0.0204,2245.0,284,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,2.81,0.2,2244.0,2218.0
80,Sub01,QID12,1,13.0,1.0,13.0,"space,",space,5.0,40.0,23.0,0.0,0.005514142,0.0,industry,9.0,0.225,NN1,Content,Noun,0.7,0.699473367,0.675,0.674727284,0.21,0.10625,13,"space, ",36,1022,1104,70,154,6888,506.0,11.0,10.0,1089.9,117.4,1.0,11.0,2556.0,758.0,2.0,3341.0,0.0408,2556.0,758,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,758.0,2.44,1.52,2555.0,2529.0
80,Sub01,QID13,1,14.0,1.0,14.0,though,though,6.0,40.0,21.0,0.0,0.01107288,0.0,and,9.0,0.225,CJS,Function,Conjunction,0.325,0.325199986,,,0.57,0.0,14,though ,36,1104,1190,70,154,7224,230.0,13.0,11.0,1189.7,113.5,1.0,12.0,3387.0,230.0,1.0,3616.0,0.0204,3387.0,230,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,4.86,1.2,3386.0,3342.0
80,Sub01,QID14,1,15.0,1.0,15.0,the,the,3.0,39.0,19.0,0.051282051,0.056237883,0.0,they,13.0,0.333333333,AT0,Function,Article,0.282051282,0.283145025,,,0.83,0.0,15,the ,36,1190,1238,70,154,4032,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
80,Sub01,QID15,1,16.0,1.0,16.0,company,company,7.0,40.0,25.0,0.2,0.193416758,1.0,company,8.0,0.2,NN1,Content,Noun,0.9,0.894493933,0.65,0.650204589,0.16,0.274615385,16,company ,36,1238,1334,70,154,8064,163.0,14.0,12.0,1307.8,113.8,1.0,13.0,3650.0,163.0,1.0,3812.0,0.0204,3650.0,163,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,3.91,-0.41,3649.0,3617.0
80,Sub01,QID16,1,17.0,1.0,17.0,is,is,2.0,40.0,12.0,0.125,0.120236188,0.0,has,12.0,0.3,VBZ,Content,Verb,0.975,0.964973399,0.8,0.796953929,0.69,0.5995,17,is ,36,1334,1392,70,154,4872,88.0,15.0,13.0,1380.4,112.7,1.0,14.0,3838.0,88.0,1.0,3925.0,0.0204,3838.0,88,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,2.32,2.16,3837.0,3813.0
80,Sub01,QID17,1,18.0,1.0,18.0,maintaining,maintaining,11.0,40.0,21.0,0.0,0.005514142,0.0,not,13.0,0.325,VVG,Content,Verb,0.25,0.256842685,0.25,0.257510301,0.26,0.20775,18,maintaining ,36,171,337,154,246,15272,292.0,16.0,14.0,306.3,200.8,1.0,15.0,4015.0,292.0,1.0,4306.0,0.0204,4015.0,292,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,31.73,-175.14,4014.0,3926.0
80,Sub01,QID18,1,19.0,1.0,19.0,its,its,3.0,39.0,19.0,0.102564103,0.10494235,0.0,a,10.0,0.256410256,DPS,Function,Determiner,0.615384615,0.61038569,,,0.53,0.0,19,its ,36,337,386,154,246,4508,217.0,17.0,15.0,385.8,203.5,1.0,16.0,4332.0,217.0,1.0,4548.0,0.0204,4332.0,217,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,2.52,-1.69,4331.0,4307.0
80,Sub01,QID19,1,20.0,1.0,20.0,customary,customary,9.0,40.0,28.0,0.0,0.005514142,0.0,place,3.0,0.075,AJ0,Content,Adjective,0.15,0.159161123,,,0.3,0.154,20,customary ,36,386,507,154,246,11132,181.0,18.0,16.0,432.4,199.0,1.0,17.0,4569.0,181.0,1.0,4749.0,0.0204,4569.0,181,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,1.68,1.61,4568.0,4549.0
80,Sub01,QID20,1,21.0,1.0,21.0,silence.,silence,7.0,40.0,28.0,0.175,0.168951935,1.0,silence,7.0,0.175,NN1,Content,Noun,1.0,0.986296592,0.9,0.893646547,0.41,0.281538462,21,silence. ,36,507,612,154,246,9660,294.0,19.0,17.0,551.2,202.2,1.0,18.0,4779.0,294.0,1.0,5072.0,0.0204,4779.0,294,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,4.06,-1.44,4778.0,4750.0
80,Sub01,QID21,1,22.0,2.0,1.0,The,the,3.0,39.0,15.0,0.102564103,0.104892569,0.0,apple,11.0,0.282051282,AT0,Function,Article,0.205128205,0.208033157,,,0.88,0.0,22,The ,36,612,661,154,246,4508,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
80,Sub01,QID22,1,23.0,2.0,2.0,watch,watch,5.0,40.0,22.0,0.0,0.005514142,0.0,company,17.0,0.425,NN1,Content,Noun,0.85,0.846157828,0.775,0.772581783,0.5,0.117435897,23,watch ,36,661,734,154,246,6716,238.0,20.0,18.0,675.7,198.1,1.0,19.0,5105.0,238.0,1.0,5342.0,0.0204,5105.0,590,3,3,0,1.0,2.0,0.0,0.0,0.0,0.0,238.0,4.52,1.86,5104.0,5073.0
80,Sub01,QID23,1,24.0,2.0,3.0,doesn't,doesn't,7.0,40.0,13.0,0.025,0.02554349,0.0,space,10.0,0.25,VDZ,Content,Verb,0.5,0.502697117,0.275,0.28196993,0.49,0.3605,24,doesn't ,36,734,830,154,246,8832,180.0,21.0,19.0,782.8,198.8,1.0,20.0,5372.0,180.0,1.0,5551.0,0.0204,5372.0,703,3,3,0,0.0,0.0,1.0,2.0,1.0,2.0,1055.0,3.63,1.45,5371.0,5343.0
80,Sub01,QID24,1,25.0,2.0,4.0,have,have,4.0,40.0,23.0,0.275,0.267057509,1.0,have,11.0,0.275,VHI,Content,Verb,0.975,0.964973399,1.0,0.984785277,0.82,0.6315,25,have ,36,830,890,154,246,5520,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
80,Sub01,QID25,1,26.0,2.0,5.0,a,a,1.0,40.0,13.0,0.2,0.199460757,0.0,any,10.0,0.25,AT0,Function,Article,0.675,0.66898821,,,0.89,0.0,26,a ,36,890,914,154,246,2208,241.0,26.0,20.0,913.1,205.8,1.0,25.0,6562.0,241.0,1.0,6802.0,0.0204,6562.0,241,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,2.87,3.15,6561.0,6533.0
80,Sub01,QID26,1,27.0,2.0,6.0,microphone,microphone,10.0,40.0,31.0,0.0,0.005514142,0.0,battery,3.0,0.075,NN1,Content,Noun,0.725,0.72401138,0.7,0.699231375,0.23,0.118648649,27,microphone ,36,914,1046,154,246,12144,172.0,27.0,21.0,1000.0,209.8,1.0,26.0,6828.0,172.0,1.0,6999.0,0.0204,6828.0,172,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,2.73,1.1,6827.0,6803.0
80,Sub01,QID27,1,28.0,2.0,7.0,or,or,2.0,40.0,15.0,0.4,0.395824985,1.0,or,16.0,0.4,CJC,Function,Conjunction,0.525,0.521661168,,,0.73,0.0,28,or ,36,1046,1082,154,246,3312,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
80,Sub01,QID28,1,29.0,2.0,8.0,"speaker,",speaker,7.0,40.0,13.0,0.1,0.096048271,0.0,a,23.0,0.575,NN1,Content,Noun,0.4,0.404238249,0.4,0.40458423,0.13,0.231578947,29,"speaker, ",36,1082,1188,154,246,9752,239.0,28.0,22.0,1152.0,215.6,1.0,27.0,7034.0,239.0,1.0,7272.0,0.0204,7034.0,239,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,5.02,-0.55,7033.0,7000.0
80,Sub01,QID29,1,30.0,2.0,9.0,but,but,3.0,40.0,8.0,0.6,0.592817777,1.0,but,24.0,0.6,CJC,Function,Conjunction,0.625,0.619916945,,,0.87,0.0,30,but ,36,1188,1237,154,246,4508,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
80,Sub01,QID30,1,31.0,2.0,10.0,you,you,3.0,40.0,7.0,0.0,0.01107288,0.0,it,34.0,0.85,PNP,Function,Pronoun,0.875,0.86403494,,,0.7,0.0,31,you ,36,1237,1286,154,246,4508,217.0,29.0,23.0,1244.9,219.0,1.0,28.0,7299.0,217.0,1.0,7515.0,0.0204,7299.0,217,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,2.78,0.65,7298.0,7273.0
80,Sub01,QID31,1,32.0,2.0,11.0,can,can,3.0,40.0,7.0,0.7,0.686208264,1.0,can,28.0,0.7,VM0,Content,Verb,1.0,0.986296592,0.8,0.796953929,0.77,0.9045,32,can ,36,1286,1334,154,246,4416,161.0,30.0,24.0,1330.1,218.3,1.0,29.0,7540.0,161.0,1.0,7700.0,0.0204,7540.0,161,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,2.4,2.27,7539.0,7516.0
80,Sub01,QID32,1,33.0,2.0,12.0,use,use,3.0,40.0,23.0,0.2,0.193416758,1.0,use,8.0,0.2,VVI,Content,Verb,0.8,0.797445569,0.975,0.963657546,0.48,0.43375,33,use ,36,1334,1404,154,246,6440,209.0,31.0,25.0,1381.2,217.5,1.0,30.0,7719.0,209.0,1.0,7927.0,0.0204,7719.0,209,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,1.37,3.65,7718.0,7701.0
80,Sub01,QID33,1,34.0,2.0,13.0,it,it,2.0,40.0,9.0,0.4,0.395824985,1.0,it,16.0,0.4,PNP,Function,Pronoun,0.425,0.423375894,,,0.92,0.0,34,it ,36,171,230,246,338,5428,142.0,32.0,26.0,211.8,283.95,1.0,31.0,8019.0,142.0,1.0,8160.0,0.0204,8019.0,142,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,34.57,-177.63,8018.0,7928.0
80,Sub01,QID34,1,35.0,2.0,14.0,to,to,2.0,40.0,8.0,0.475,0.469689589,1.0,to,19.0,0.475,TO0,Function,Infinitive Marker,0.0,0.015078455,,,0.91,0.0,35,to ,36,230,266,246,338,3312,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
80,Sub01,QID35,1,36.0,2.0,15.0,control,control,7.0,40.0,20.0,0.025,0.02554349,0.0,tell,8.0,0.2,VVI,Content,Verb,0.95,0.941998841,0.95,0.940873776,0.27,0.124358974,36,control ,36,266,362,246,338,8832,271.0,33.0,27.0,317.3,306.6,1.0,32.0,8188.0,271.0,1.0,8458.0,0.0204,8188.0,271,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,3.17,3.78,8187.0,8161.0
80,Sub01,QID36,1,37.0,2.0,16.0,the,the,3.0,40.0,6.0,0.2,0.199460757,0.0,your,28.0,0.7,AT0,Function,Article,0.925,0.911928722,,,0.9,0.0,37,the ,36,362,409,246,338,4324,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
80,Sub01,QID37,1,38.0,2.0,17.0,music,music,5.0,40.0,23.0,0.05,0.048416672,0.0,phone,7.0,0.175,NN1,Content,Noun,0.9,0.894493933,0.8,0.796953929,0.17,0.148648649,38,music ,36,409,482,246,338,6716,270.0,34.0,28.0,435.5,305.4,1.0,33.0,8489.0,270.0,1.0,8758.0,0.0204,8489.0,270,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,3.47,1.7,8488.0,8459.0
80,Sub01,QID38,1,39.0,2.0,18.0,on,on,2.0,40.0,10.0,0.45,0.44506337,1.0,on,18.0,0.45,PRP,Function,Preposition,0.6,0.595363274,,,0.88,0.0,39,on ,36,482,517,246,338,3220,282.0,35.0,29.0,516.9,305.4,1.0,34.0,8782.0,282.0,1.0,9063.0,0.0204,8782.0,282,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,2.39,1.53,8781.0,8759.0
80,Sub01,QID39,1,40.0,2.0,19.0,your,your,4.0,40.0,4.0,0.775,0.764795002,1.0,your,31.0,0.775,DPS,Function,Determiner,0.975,0.958474538,,,0.52,0.0,40,your ,36,517,578,246,338,5612,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
80,Sub01,QID40,1,41.0,2.0,20.0,phone.,phone,5.0,40.0,9.0,0.325,0.316280085,1.0,phone,13.0,0.325,NN1,Content,Noun,0.95,0.941998841,0.925,0.917433088,0.3,0.634782609,41,phone. ,36,578,660,246,338,7544,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
80,Sub01,QID41,1,42.0,3.0,1.0,You,you,3.0,40.0,14.0,0.0,0.01107288,0.0,the,8.0,0.2,PNP,Function,Pronoun,0.2,0.202960219,,,0.82,0.0,42,You ,36,660,710,246,338,4600,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
80,Sub01,QID42,1,43.0,3.0,2.0,can,can,3.0,40.0,11.0,0.675,0.661573841,1.0,can,27.0,0.675,VM0,Content,Verb,0.975,0.964973399,0.875,0.869648593,0.82,0.86675,43,can ,36,710,758,246,338,4416,280.0,36.0,30.0,730.1,309.4,1.0,35.0,9104.0,280.0,1.0,9383.0,0.0204,9104.0,280,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,6.96,-1.26,9103.0,9064.0
80,Sub01,QID43,1,44.0,3.0,3.0,glance,glance,6.0,40.0,9.0,0.0,0.005514142,0.0,also,26.0,0.65,VVI,Content,Verb,0.25,0.256842685,1.0,0.984785277,0.46,0.227,44,glance ,36,758,842,246,338,7728,236.0,37.0,31.0,803.9,310.2,1.0,36.0,9408.0,236.0,1.0,9643.0,0.0204,9408.0,236,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,2.16,-0.09,9407.0,9384.0
80,Sub01,QID44,1,45.0,3.0,4.0,at,at,2.0,40.0,2.0,0.975,0.957537366,1.0,at,39.0,0.975,PRP,Function,Preposition,0.975,0.958474538,,,0.84,0.0,45,at ,36,842,878,246,338,3312,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
80,Sub01,QID45,1,46.0,3.0,5.0,the,the,3.0,40.0,7.0,0.575,0.568198554,1.0,the,23.0,0.575,AT0,Function,Article,0.9,0.888076753,,,0.87,0.0,46,the ,36,878,925,246,338,4324,232.0,38.0,32.0,923.9,307.0,1.0,37.0,9674.0,232.0,1.0,9905.0,0.0204,9674.0,232,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,3.99,1.7,9673.0,9644.0
80,Sub01,QID46,1,47.0,3.0,6.0,watch,watch,5.0,40.0,8.0,0.5,0.488907857,1.0,watch,20.0,0.5,NN1,Content,Noun,1.0,0.986296592,0.975,0.963657546,0.55,0.68375,47,watch ,36,925,998,246,338,6716,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
80,Sub01,QID47,1,48.0,3.0,7.0,face,face,4.0,40.0,8.0,0.025,0.02554349,0.0,and,20.0,0.5,NN1,Content,Noun,0.05,0.06312702,0.05,0.064527396,0.45,0.47075,48,face ,36,998,1058,246,338,5520,198.0,39.0,33.0,1054.8,303.7,1.0,38.0,9940.0,198.0,1.0,10137.0,0.0204,9940.0,198,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,4.31,1.04,9939.0,9906.0
80,Sub01,QID48,1,49.0,3.0,8.0,to,to,2.0,40.0,8.0,0.3,0.297467703,0.0,and,21.0,0.525,TO0,Function,Preposition,0.0,0.015078455,,,0.9,0.0,49,to ,36,1058,1093,246,338,3220,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
80,Sub01,QID49,1,50.0,3.0,9.0,view,view,4.0,40.0,9.0,0.0,0.005514142,0.0,see,21.0,0.525,VVI,Content,Verb,1.0,0.986296592,1.0,0.984785277,0.28,0.1685,50,view ,36,1093,1155,246,338,5704,253.0,40.0,34.0,1133.2,304.4,1.0,39.0,10163.0,253.0,1.0,10415.0,0.0204,10163.0,253,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,2.43,-1.51,10162.0,10138.0
80,Sub01,QID50,1,51.0,3.0,10.0,the,the,3.0,40.0,9.0,0.6,0.592817777,1.0,the,24.0,0.6,AT0,Function,Article,0.825,0.815600105,,,0.88,0.0,51,the ,36,1155,1202,246,338,4324,141.0,41.0,35.0,1196.4,303.6,1.0,40.0,10438.0,141.0,1.0,10578.0,0.0204,10438.0,141,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,1.95,2.51,10437.0,10416.0
80,Sub01,QID51,1,52.0,3.0,11.0,artist,artist,6.0,40.0,12.0,0.0,0.005514142,0.0,time,20.0,0.5,NN1,Content,Noun,0.975,0.964973399,0.9,0.893646547,0.16,0.09,52,artist ,36,1202,1286,246,338,7728,193.0,42.0,36.0,1280.4,305.6,1.0,41.0,10602.0,193.0,1.0,10794.0,0.0204,10602.0,193,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,2.34,-0.08,10601.0,10579.0
80,Sub01,QID52,1,53.0,3.0,12.0,and,and,3.0,40.0,9.0,0.475,0.469689589,1.0,and,19.0,0.475,CJC,Function,Conjunction,0.625,0.619916945,,,0.88,0.0,53,and ,36,1286,1357,246,338,6532,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
80,Sub01,QID53,1,54.0,3.0,13.0,title,title,5.0,40.0,10.0,0.15,0.144550466,0.0,song,20.0,0.5,NN1,Content,Noun,0.85,0.846157828,0.85,0.845509084,0.21,0.2295,54,title ,36,172,266,338,422,7896,204.0,45.0,39.0,258.7,396.2,0.0,44.0,11184.0,204.0,1.0,11387.0,0.0204,11184.0,204,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,204.0,2.71,-173.89,11183.0,11156.0
80,Sub01,QID54,1,55.0,3.0,14.0,of,of,2.0,40.0,5.0,0.875,0.862333789,1.0,of,35.0,0.875,PRF,Function,Preposition,0.9,0.888076753,,,0.86,0.0,55,of ,36,266,302,338,422,3024,120.0,47.0,41.0,300.9,338.1,0.0,46.0,11759.0,120.0,1.0,11878.0,0.0204,11759.0,120,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,120.0,1.34,147.52,11758.0,11530.0
80,Sub01,QID55,1,56.0,3.0,15.0,a,a,1.0,40.0,4.0,0.025,0.032023604,0.0,the,37.0,0.925,AT0,Function,Article,0.975,0.958474538,,,0.91,0.0,56,a ,36,302,326,338,422,2016,116.0,46.0,40.0,324.2,390.9,0.0,45.0,11414.0,116.0,1.0,11529.0,0.0204,11414.0,116,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,236.0,2.16,3.56,11413.0,11388.0
80,Sub01,QID56,1,57.0,3.0,16.0,song.,song,4.0,40.0,3.0,0.95,0.930350315,1.0,song,38.0,0.95,NN1,Content,Noun,1.0,0.986296592,1.0,0.984785277,0.31,0.96475,57,song. ,36,326,417,338,422,7644,113.0,44.0,38.0,331.9,380.5,1.0,42.0,11043.0,113.0,1.0,11155.0,0.0204,11043.0,336,3,2,0,0.0,0.0,1.0,1.0,1.0,1.0,776.0,30.89,-176.77,11042.0,10964.0
80,Sub01,,1,,,,,,,,,,,,,,,,,,,,,,,,1,There ,36,171,266,70,154,7980,169.0,1.0,0.0,200.6,134.9,1.0,1.0,52.0,169.0,1.0,220.0,0.0204,52.0,169,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,,,,
sub02,Sub02,QID1,1,2.0,1.0,2.0,are,are,3.0,40.0,9.0,0.4,0.390221218,1.0,are,16.0,0.4,VBB,Content,Verb,0.875,0.870389847,0.6,0.601117574,0.67,0.78225,2,are ,12,266,314,70,154,4032,172.0,2.0,1.0,296.1,100.3,0.0,2.0,281.0,172.0,1.0,452.0,0.0141,281.0,367,2,2,1,1.0,2.0,0.0,0.0,1.0,1.0,313.0,5.09,165.62,280.0,245.0
sub02,Sub02,QID2,1,3.0,1.0,3.0,now,now,3.0,40.0,17.0,0.0,0.005514142,0.0,many,20.0,0.5,AV0,Content,Adverb,0.075,0.086807051,,,0.64,0.48025,3,now ,12,314,363,70,154,4116,192.0,6.0,3.0,338.3,108.7,0.0,5.0,1091.0,192.0,1.0,1282.0,0.0141,1091.0,192,1,1,1,1.0,1.0,0.0,0.0,1.0,1.0,387.0,1.84,170.53,1090.0,1067.0
sub02,Sub02,QID3,1,4.0,1.0,4.0,rumblings,rumblings,9.0,40.0,20.0,0.0,0.005514142,0.0,many,11.0,0.275,NN2,Content,Noun,0.05,0.06312702,0.025,0.041544127,0.18,0.106153846,4,rumblings ,12,363,482,70,154,9996,157.0,1.0,0.0,461.2,139.2,1.0,1.0,88.0,157.0,1.0,244.0,0.0141,88.0,437,3,2,0,0.0,0.0,1.0,2.0,1.0,2.0,1137.0,,,,
sub02,Sub02,QID4,1,5.0,1.0,5.0,that,that,4.0,40.0,13.0,0.075,0.07848559,0.0,in,16.0,0.4,CJT,Function,Conjunction,0.025,0.036213555,,,0.92,0.0,5,that ,12,482,541,70,154,4956,267.0,9.0,5.0,515.2,119.4,0.0,8.0,1764.0,267.0,1.0,2030.0,0.0141,1764.0,267,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,267.0,2.09,-174.62,1763.0,1739.0
sub02,Sub02,QID5,1,6.0,1.0,6.0,Apple,apple,5.0,40.0,20.0,0.0,0.005514142,0.0,are,7.0,0.175,NN1,Content,Noun,0.25,0.256842685,0.225,0.233084455,0.3,0.1925,6,Apple ,12,541,613,70,154,6048,169.0,8.0,4.0,580.6,114.6,1.0,7.0,1570.0,169.0,1.0,1738.0,0.0141,1570.0,169,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,436.0,8.76,-0.9,1569.0,1496.0
